date,sales,onpromotion,dcoilwtico,transactions,dayofweek,is_weekend,is_holiday_overall
2017-01-10,2370.0,35,50.82,1732.0,1,0,0
2017-01-11,2607.0,35,52.19,1868.0,2,0,0
2017-01-12,2430.0,31,53.01,1688.0,3,0,0
2017-01-13,2784.0,43,52.36,1831.0,4,0,0
2017-01-14,2978.0,41,52.36,1307.0,5,1,0
2017-01-15,1342.0,36,52.36,537.0,6,1,0
2017-01-16,2609.0,41,52.36,1848.0,0,0,0
2017-01-17,2762.0,41,52.45,1753.0,1,0,0
2017-01-18,2746.0,41,51.12,1871.0,2,0,0
2017-01-19,2399.0,40,51.39,1623.0,3,0,0
2017-01-20,1924.0,39,52.33,1546.0,4,0,0
2017-01-21,2963.0,40,52.33,1419.0,5,1,0
2017-01-22,1083.0,32,52.33,534.0,6,1,0
2017-01-23,3075.0,39,52.77,1836.0,0,0,0
2017-01-24,2499.0,40,52.38,1763.0,1,0,0
2017-01-25,2498.0,44,52.14,1867.0,2,0,0
2017-01-26,1829.0,26,53.24,1630.0,3,0,0
2017-01-27,2301.0,32,53.18,1871.0,4,0,0
2017-01-28,2662.0,30,53.18,1328.0,5,1,0
2017-01-29,1059.0,16,53.18,496.0,6,1,0
2017-01-30,1986.0,30,52.63,1686.0,0,0,0
2017-01-31,1965.0,26,52.75,1718.0,1,0,0
2017-02-01,2399.0,28,53.9,1900.0,2,0,0
2017-02-02,2257.0,18,53.55,1753.0,3,0,0
2017-02-03,2236.0,20,53.81,1869.0,4,0,0
2017-02-04,2737.0,24,53.81,1406.0,5,1,0
2017-02-05,1063.0,20,53.81,557.0,6,1,0
2017-02-06,2238.0,19,53.01,1773.0,0,0,0
2017-02-07,2169.0,23,52.19,1887.0,1,0,0
2017-02-08,2523.0,32,52.37,1912.0,2,0,0
2017-02-09,2112.0,12,52.99,1750.0,3,0,0
2017-02-10,2466.0,11,53.84,1858.0,4,0,0
2017-02-11,2596.0,11,53.84,1372.0,5,1,0
2017-02-12,1147.0,11,53.84,531.0,6,1,0
2017-02-13,2449.0,16,52.96,1933.0,0,0,0
2017-02-14,2105.0,13,53.21,2051.0,1,0,0
2017-02-15,2141.0,17,53.11,1780.0,2,0,0
2017-02-16,1866.0,13,53.41,1709.0,3,0,0
2017-02-17,2286.0,16,53.41,1719.0,4,0,0
2017-02-18,2906.0,16,53.41,1378.0,5,1,0
2017-02-19,1019.0,16,53.41,458.0,6,1,0
2017-02-20,2248.0,17,53.41,1645.0,0,0,0
2017-02-21,2419.0,19,54.02,1762.0,1,0,0
2017-02-22,2075.0,17,53.61,1769.0,2,0,0
2017-02-23,1923.0,13,54.48,1733.0,3,0,0
2017-02-24,2508.0,14,53.99,1918.0,4,0,0
2017-02-25,2198.0,15,53.99,1146.0,5,1,0
2017-02-26,690.0,9,53.99,379.0,6,1,0
2017-02-27,669.0,11,54.04,383.0,0,0,1
2017-02-28,1059.0,11,54.0,537.0,1,0,1
2017-03-01,3343.0,25,53.82,1873.0,2,0,0
2017-03-02,2519.0,20,52.63,1792.0,3,0,0
2017-03-03,2536.0,13,53.33,1886.0,4,0,0
2017-03-04,2577.0,18,53.33,1336.0,5,1,0
2017-03-05,1039.0,12,53.33,532.0,6,1,0
2017-03-06,1898.0,14,53.19,1728.0,0,0,0
2017-03-07,2625.0,9,52.68,1802.0,1,0,0
2017-03-08,2266.0,12,49.83,1914.0,2,0,0
2017-03-09,2084.0,25,48.75,1616.0,3,0,0
2017-03-10,2418.0,29,48.05,1771.0,4,0,0
2017-03-11,2701.0,31,48.05,1314.0,5,1,0
2017-03-12,1338.0,23,48.05,536.0,6,1,0
2017-03-13,2322.0,29,47.95,1744.0,0,0,0
2017-03-14,2216.0,29,47.24,1762.0,1,0,0
2017-03-15,2648.0,29,48.34,1879.0,2,0,0
2017-03-16,2057.0,28,48.3,1678.0,3,0,0
2017-03-17,2955.0,31,48.34,1965.0,4,0,0
2017-03-18,2502.0,29,48.34,1306.0,5,1,0
2017-03-19,1094.0,22,48.34,581.0,6,1,0
2017-03-20,2370.0,25,47.79,1791.0,0,0,0
2017-03-21,2873.0,21,47.02,1719.0,1,0,0
2017-03-22,2658.0,24,47.29,1739.0,2,0,0
2017-03-23,2333.0,20,47.0,1799.0,3,0,0
2017-03-24,2745.0,19,47.3,1858.0,4,0,0
2017-03-25,2356.0,21,47.3,1320.0,5,1,0
2017-03-26,1110.0,16,47.3,512.0,6,1,0
2017-03-27,2388.0,21,47.02,1765.0,0,0,0
2017-03-28,2184.0,17,48.36,1755.0,1,0,0
2017-03-29,2450.0,23,49.47,1852.0,2,0,0
2017-03-30,1971.0,3,50.3,1698.0,3,0,0
2017-03-31,2351.0,7,50.54,1707.0,4,0,0
2017-04-01,3229.0,8,50.54,1477.0,5,1,0
2017-04-02,1210.0,9,50.54,557.0,6,1,0
2017-04-03,2097.0,9,50.25,1759.0,0,0,0
2017-04-04,2249.0,9,50.99,1747.0,1,0,0
2017-04-05,2687.0,8,51.14,1930.0,2,0,0
2017-04-06,2164.0,10,51.69,1779.0,3,0,0
2017-04-07,2527.0,7,52.25,1846.0,4,0,0
2017-04-08,2729.0,9,52.25,1311.0,5,1,0
2017-04-09,1175.0,7,52.25,530.0,6,1,0
2017-04-10,2033.0,8,53.06,1596.0,0,0,0
2017-04-11,2116.0,11,53.38,1753.0,1,0,0
2017-04-12,2457.0,21,53.12,1867.0,2,0,0
2017-04-13,2599.0,27,53.19,1905.0,3,0,0
2017-04-14,817.0,14,53.19,494.0,4,0,1
2017-04-15,1946.0,13,53.19,1116.0,5,1,0
2017-04-16,1114.0,20,53.19,483.0,6,1,0
2017-04-17,2731.0,23,52.62,1750.0,0,0,0
2017-04-18,2102.0,20,52.46,1652.0,1,0,0
2017-04-19,2426.0,27,50.49,1802.0,2,0,0
2017-04-20,1948.0,23,50.26,1579.0,3,0,0
2017-04-21,2600.0,25,49.64,1958.0,4,0,0
2017-04-22,2785.0,32,49.64,1338.0,5,1,0
2017-04-23,1047.0,23,49.64,518.0,6,1,0
2017-04-24,2419.0,36,48.9,1632.0,0,0,0
2017-04-25,2083.0,27,49.22,1732.0,1,0,0
2017-04-26,2608.0,29,49.22,1862.0,2,0,0
2017-04-27,2022.0,32,48.96,1744.0,3,0,0
2017-04-28,2235.0,28,49.31,1903.0,4,0,0
2017-04-29,2156.0,33,49.31,1278.0,5,1,0
2017-04-30,995.0,17,49.31,498.0,6,1,0
2017-05-01,825.0,15,48.83,481.0,0,0,1
2017-05-02,3179.0,26,47.65,1757.0,1,0,0
2017-05-03,2479.0,28,47.79,1803.0,2,0,0
2017-05-04,2454.0,15,45.55,1729.0,3,0,0
2017-05-05,2243.0,17,46.23,1752.0,4,0,0
2017-05-06,2735.0,13,46.23,1351.0,5,1,0
2017-05-07,1019.0,11,46.23,523.0,6,1,0
2017-05-08,2317.0,16,46.46,1740.0,0,0,0
2017-05-09,1943.0,15,45.84,1784.0,1,0,0
2017-05-10,2033.0,24,47.28,1831.0,2,0,0
2017-05-11,1697.0,20,47.81,1608.0,3,0,0
2017-05-12,2472.0,26,47.83,1982.0,4,0,0
2017-05-13,2498.0,27,47.83,1487.0,5,1,1
2017-05-14,883.0,18,47.83,554.0,6,1,1
2017-05-15,2280.0,28,48.86,1601.0,0,0,0
2017-05-16,2393.0,28,48.64,1738.0,1,0,0
2017-05-17,2374.0,31,49.04,1795.0,2,0,0
2017-05-18,2154.0,26,49.36,1662.0,3,0,0
2017-05-19,2743.0,30,50.32,1897.0,4,0,0
2017-05-20,2379.0,28,50.32,1284.0,5,1,0
2017-05-21,974.0,23,50.32,495.0,6,1,0
2017-05-22,2620.0,25,50.81,1758.0,0,0,0
2017-05-23,2365.0,25,51.12,1701.0,1,0,0
2017-05-24,2611.0,26,50.99,1844.0,2,0,0
2017-05-25,2229.0,27,48.57,1663.0,3,0,0
2017-05-26,1100.0,21,49.58,580.0,4,0,1
2017-05-27,2270.0,30,49.58,1116.0,5,1,0
2017-05-28,1110.0,24,49.58,512.0,6,1,0
2017-05-29,2407.0,32,49.58,1750.0,0,0,0
2017-05-30,1937.0,31,49.63,1770.0,1,0,0
2017-05-31,2554.0,31,48.29,1878.0,2,0,0
2017-06-01,2250.0,9,48.32,1815.0,3,0,0
2017-06-02,2752.0,27,47.68,1925.0,4,0,0
2017-06-03,2718.0,24,47.68,1420.0,5,1,0
2017-06-04,1142.0,17,47.68,525.0,6,1,0
2017-06-05,2616.0,20,47.4,1883.0,0,0,0
2017-06-06,2625.0,24,48.13,1816.0,1,0,0
2017-06-07,2651.0,26,45.8,1889.0,2,0,0
2017-06-08,2159.0,22,45.68,1694.0,3,0,0
2017-06-09,2532.0,23,45.82,1886.0,4,0,0
2017-06-10,2692.0,23,45.82,1362.0,5,1,0
2017-06-11,1272.0,23,45.82,585.0,6,1,0
2017-06-12,2335.0,24,46.1,1711.0,0,0,0
2017-06-13,2579.0,21,46.41,1766.0,1,0,0
2017-06-14,2707.0,25,44.79,1832.0,2,0,0
2017-06-15,2137.0,22,44.47,1776.0,3,0,0
2017-06-16,2532.0,17,44.73,1946.0,4,0,0
2017-06-17,2738.0,19,44.73,1388.0,5,1,0
2017-06-18,1005.0,10,44.73,577.0,6,1,0
2017-06-19,2493.0,16,44.24,1747.0,0,0,0
2017-06-20,2977.0,17,43.34,1778.0,1,0,0
2017-06-21,2583.0,34,42.48,1841.0,2,0,0
2017-06-22,1824.0,21,42.53,1739.0,3,0,0
2017-06-23,2394.0,24,42.86,1843.0,4,0,0
2017-06-24,2674.0,25,42.86,1299.0,5,1,0
2017-06-25,1070.0,20,42.86,517.0,6,1,0
2017-06-26,2242.0,25,43.24,1752.0,0,0,0
2017-06-27,2101.0,25,44.25,1764.0,1,0,0
2017-06-28,2203.0,26,44.74,1906.0,2,0,0
2017-06-29,2128.0,26,44.88,1645.0,3,0,0
2017-06-30,2496.0,30,46.02,1852.0,4,0,0
2017-07-01,2596.0,27,46.02,1362.0,5,1,0
2017-07-02,1135.0,25,46.02,542.0,6,1,0
2017-07-03,2526.0,27,46.02,1890.0,0,0,0
2017-07-04,2284.0,27,46.02,1803.0,1,0,0
2017-07-05,2691.0,42,45.11,1913.0,2,0,0
2017-07-06,2284.0,39,45.52,1698.0,3,0,0
2017-07-07,2574.0,41,44.25,1843.0,4,0,0
2017-07-08,2351.0,38,44.25,1366.0,5,1,0
2017-07-09,1181.0,35,44.25,579.0,6,1,0
2017-07-10,2338.0,38,44.4,1814.0,0,0,0
2017-07-11,2372.0,36,45.06,1760.0,1,0,0
2017-07-12,2460.0,45,45.48,1970.0,2,0,0
2017-07-13,2115.0,34,46.06,1679.0,3,0,0
2017-07-14,2529.0,40,46.53,1867.0,4,0,0
2017-07-15,2183.0,38,46.53,1338.0,5,1,0
2017-07-16,1079.0,34,46.53,518.0,6,1,0
2017-07-17,2381.0,39,46.02,1739.0,0,0,0
2017-07-18,2589.0,42,46.4,1733.0,1,0,0
2017-07-19,2369.0,34,47.1,1797.0,2,0,0
2017-07-20,2006.0,32,46.73,1774.0,3,0,0
2017-07-21,2859.0,30,45.78,1878.0,4,0,0
2017-07-22,2258.0,22,45.78,1333.0,5,1,0
2017-07-23,1024.0,19,45.78,547.0,6,1,0
2017-07-24,2158.0,22,46.21,1807.0,0,0,0
2017-07-25,2438.0,23,47.77,1785.0,1,0,0
2017-07-26,2242.0,21,48.58,1903.0,2,0,0
2017-07-27,2002.0,27,49.05,1729.0,3,0,0
2017-07-28,2358.0,26,49.72,1848.0,4,0,0
2017-07-29,2161.0,22,49.72,1251.0,5,1,0
2017-07-30,1212.0,16,49.72,519.0,6,1,0
2017-07-31,2414.0,24,50.21,1872.0,0,0,0
2017-08-01,2627.0,26,49.19,1795.0,1,0,0
2017-08-02,2645.0,25,49.6,1892.0,2,0,0
2017-08-03,2037.0,7,49.03,1726.0,3,0,0
2017-08-04,2479.0,10,49.57,1847.0,4,0,0
2017-08-05,2093.0,7,49.57,1251.0,5,1,0
2017-08-06,968.0,5,49.57,507.0,6,1,0
2017-08-07,2086.0,7,49.37,1665.0,0,0,0
2017-08-08,2418.0,7,49.07,1766.0,1,0,0
2017-08-09,2311.0,7,49.59,1766.0,2,0,0
2017-08-10,2377.0,6,48.54,1764.0,3,0,0
2017-08-11,1006.0,3,48.81,570.0,4,0,1
2017-08-12,1659.0,7,48.81,1004.0,5,1,0
2017-08-13,803.0,5,48.81,416.0,6,1,0
2017-08-14,2201.0,9,47.59,1733.0,0,0,0
2017-08-15,1942.0,11,47.57,1693.0,1,0,0
